Value,USD (PM)
9551.28,1902.1
9707.5,1902.1
9938.83,1936.65
11042.4,1940.9
10934.94,1950.9
11102.67,1957.65
11114.93,1964.9
11343.88,1964.9
11823.69,1964.9
11077.77,1958.55
11242.57,1977.9
11194.25,2048.15
11750.28,2067.15
11772.94,2031.15
11605.6,2031.15
11767.6,2031.15
11684.06,2044.5
11893.03,1939.65
11392.43,1931.9
11573.11,1944.25
11777.43,1944.75
11774.38,1944.75
11873.98,1944.75
11914.01,1972.85
12293.72,2008.75
11969.53,1981.0
11734.0,1927.15
11865.82,1924.35
11522.8,1924.35
11683.44,1924.35
11653.02,1943.95
11763.93,1911.15
11337.4,1932.95
11467.37,1923.85
11302.01,1957.35
11534.75,1957.35
11481.64,1957.35
11707.78,1957.35
11659.57,1972.35
11923.25,1947.05
11397.44,1940.45
10187.51,1926.3
10467.89,1926.3
10159.62,1926.3
10254.93,1928.45
10367.74,1910.95
10121.52,1947.2
10227.83,1966.25
10352.66,1947.4
10395.44,1947.4
10446.44,1947.4
10330.77,1958.7
10674.64,1949.35
10785.62,1961.8
10948.43,1936.25
10943.89,1950.85
10931.79,1950.85
11081.43,1950.85
10919.65,1909.35
10430.46,1906.0
10532.22,1873.4
10234.48,1861.75
10732.43,1859.7
10692.84,1859.7
10732.4,1859.7
10774.24,1864.3
10692.33,1883.95
10840.8,1886.9
10777.92,1902.0
10619.24,1903.05
10575.06,1903.05
10551.77,1903.05
10673.46,1909.6
10788.56,1913.4
10603.74,1884.5
10670.8,1887.45
10923.3,1923.25
11063.19,1923.25
11302.67,1923.25
11376.61,1925.5
11540.04,1891.3
11428.24,1910.05
11431.32,1891.9
11503.73,1905.05
11327.57,1905.05
11366.51,1905.05
11508.2,1905.6
11758.16,1898.4
11925.46,1924.15
12831.56,1900.95
12990.25,1903.65
12944.52,1903.65
13128.46,1903.65
13036.77,1898.45
13076.37,1905.7
13651.47,1869.95
13289.0,1870.3
13458.66,1881.85
13564.72,1881.85
13810.32,1881.85
13758.88,1889.9
13575.17,1908.3
14023.31,1900.15
14155.59,1938.45
15591.39,1940.8
15595.77,1940.8
14839.84,1940.8
15490.6,1867.3
15328.53,1878.7
15317.04,1860.95
15708.65,1874.85
16295.57,1890.9
16339.33,1890.9
16091.07,1890.9
15968.16,1885.6
16725.15,1889.05
17679.72,1876.1
17798.45,1857.35
17820.57,1875.7
18687.45,1875.7
18699.75,1875.7
18422.28,1840.2
18398.91,1799.6
19172.52,1810.2
18739.8,1807.4
17151.44,1779.3
17138.87,1779.3
17732.42,1779.3
18191.6,1762.55
19709.73,1810.75
18792.52,1822.6
19226.97,1832.35
19454.54,1843.0
18670.49,1843.0
19155.06,1843.0
19377.66,1859.95
19181.41,1868.15
18318.87,1841.75
18554.15,1844.35
18247.76,1842.0
18029.36,1842.0
18803.44,1842.0
19164.48,1831.15
19276.59,1850.65
19439.75,1851.95
21379.48,1890.75
22847.46,1879.75
23150.79,1879.75
23869.92,1879.75
23490.58,1880.0
22745.48,1877.1
23824.99,1875.0
23253.37,1875.0
23715.53,1875.0
24693.58,1875.0
26443.21,1875.0
26246.58,1875.0
27036.69,1874.3
27376.37,1887.6
28856.59,1887.6
28982.56,1887.6
29393.75,1887.6
32195.46,1887.6
33000.78,1943.2
32035.03,1940.35
34046.67,1931.95
36860.41,1920.1
39486.04,1862.9
40670.25,1862.9
40240.72,1862.9
38240.09,1847.25
35544.94,1841.25
34011.82,1858.85
37393.13,1841.75
39158.47,1839.0
36828.52,1839.0
36065.2,1839.0
35793.01,1833.05
36632.35,1834.7
36020.13,1856.6
35538.98,1862.1
30797.88,1852.7
33002.38,1852.7
32099.74,1852.7
32276.84,1856.85
32243.26,1856.6
32541.8,1843.0
30419.17,1853.7
33403.17,1863.8
34314.26,1863.8
34318.1,1863.8
33136.46,1862.95
33522.9,1833.1
35529.66,1835.45
37676.25,1785.9
37002.09,1802.95
38278.61,1802.95
39323.26,1802.95
38928.1,1835.25
46364.3,1839.6
46589.58,1842.65
44878.17,1840.1
48013.38,1816.35
47471.4,1816.35
47185.19,1816.35
48720.37,1817.3
47951.85,1794.25
49160.1,1780.7
52118.23,1773.15
51608.15,1786.2
55916.5,1786.2
56001.2,1786.2
57487.86,1807.45
54123.4,1799.65
48880.43,1788.0
50624.84,1779.65
46800.42,1742.85
46340.31,1742.85
46155.87,1742.85
45113.92,1734.15
49618.43,1723.85
48356.04,1711.4
50477.7,1712.1
48448.91,1696.25
48861.38,1696.25
48881.59,1696.25
51169.7,1687.05
52299.33,1716.9
54881.52,1716.2
55997.23,1724.25
57764.0,1704.8
57253.28,1704.8
61258.73,1704.8
59133.47,1723.65
55754.72,1735.0
56872.38,1729.65
58913.0,1725.9
57665.9,1735.2
58075.1,1735.2
58085.8,1735.2
57411.17,1736.15
54204.96,1726.2
54477.46,1730.5
52508.23,1737.3
51415.92,1731.8
55074.47,1731.8
55863.93,1731.8
55783.71,1705.95
57627.67,1683.95
58730.13,1691.05
58735.25,1726.05
58736.92,1726.05
59031.32,1726.05
57076.49,1726.05
58206.55,1726.05
59054.1,1744.65
58020.46,1738.05
55947.27,1755.5
58048.59,1741.2
58102.58,1741.2
59774.0,1741.2
59964.87,1732.85
59834.74,1747.95
63554.44,1735.55
62969.12,1757.2
63252.63,1774.45
61455.98,1774.45
60087.09,1774.45
56251.48,1774.5
55703.14,1777.85
56507.91,1798.2
53808.8,1787.75
51731.71,1781.8
51153.13,1781.8
50110.53,1781.8
49075.58,1773.35
54056.64,1784.15
55071.46,1772.2
54884.1,1762.65
53584.15,1767.65
57796.62,1767.65
57857.5,1767.65
56610.46,1767.65
57213.33,1797.75
53241.72,1782.25
57473.23,1813.15
56428.16,1836.55
57380.27,1836.55
58928.81,1836.55
58280.73,1840.45
55883.5,1829.1
56750.0,1830.7
49007.09,1821.8
49702.27,1838.1
49922.52,1838.1
46736.58,1838.1
46441.64,1853.7
43596.24,1866.75
42912.19,1888.45
36964.27,1878.3
40784.32,1875.9
37280.35,1875.9
37528.3,1875.9
34754.54,1880.15
38728.59,1887.0
38410.5,1899.75
39266.04,1891.45
38445.29,1899.95
35689.62,1899.95
34647.67,1899.95
35684.59,1899.95
37310.54,1899.35
36662.64,1902.75
37585.24,1866.55
39188.59,1890.6
36885.51,1890.6
35530.38,1890.6
35816.17,1888.4
33514.87,1893.15
33450.19,1894.6
37338.36,1888.65
36704.57,1881.05
37313.18,1881.05
35494.9,1881.05
39066.82,1865.6
40525.8,1865.1
40188.56,1860.75
38324.87,1778.7
38068.04,1773.1
35729.82,1773.1
35524.17,1773.1
35592.35,1775.05
31686.55,1775.05
32447.59,1791.6
33674.66,1784.85
34639.38,1786.65
31640.58,1786.65
32160.91,1786.65
34644.45,1780.3
34456.67,1755.45
35847.7,1763.15
35047.36,1781.5
33536.88,1786.15
33856.86,1786.15
34688.98,1786.15
35309.3,1791.35
33747.97,1809.85
34211.01,1804.65
33839.04,1807.7
32877.41,1806.0
33818.52,1806.0
33515.57,1806.0
34227.64,1792.4
33158.25,1813.85
32686.56,1823.2
32814.61,1823.75
31738.59,1824.3
31421.25,1824.3
31520.66,1824.3
31783.49,1814.9
30815.94,1823.05
29790.24,1802.15
32118.06,1799.45
32297.89,1799.6
33581.63,1799.6
34279.34,1799.6
35365.2,1800.2
37318.14,1800.35
39405.95,1796.6
40002.53,1829.3
40005.93,1825.75
42214.15,1825.75
41659.06,1825.75
40000.46,1811.45
39193.94,1812.65
38138.0,1829.1
39750.14,1800.75
40882.0,1762.9
42825.95,1762.9
44634.13,1762.9
43816.14,1738.85
46333.46,1723.35
45608.37,1743.6
45611.46,1747.4
44417.78,1773.85
47833.98,1773.85
47112.19,1773.85
47056.41,1786.35
45982.55,1789.45
44648.57,1783.45
44777.86,1782.05
46734.65,1779.05
49327.75,1779.05
48932.02,1779.05
49335.68,1802.0
49523.5,1808.45
47744.58,1788.7
48972.09,1786.6
46962.8,1798.5
49056.86,1798.5
48897.65,1798.5
48806.78,1798.5
47074.77,1814.85
47155.87,1811.8
48862.76,1812.55
49329.01,1823.7
50035.33,1823.7
49947.38,1823.7
51769.06,1821.6
52677.4,1802.15
46809.17,1786.0
46078.38,1788.25
46368.69,1794.6
