时序变量转换_Y,时序变量转换_X1,时序变量转换_X2,时序变量转换_X3,时序变量转换_X4,时序变量转换_X5,Date,Value
3986.28,4328.725717,4130.440067,4104.71,4157.958033,4043.722,8/17/17,4328.725717
4174.95,4130.440067,4104.71,4157.958033,4043.722,3986.28,8/18/17,4130.440067
4340.316717,4104.71,4157.958033,4043.722,3986.28,4174.95,8/19/17,4104.71
4331.77,4157.958033,4043.722,3986.28,4174.95,4340.316717,8/20/17,4157.958033
4360.513317,4043.722,3986.28,4174.95,4340.316717,4331.77,8/21/17,4043.722
4354.308333,3986.28,4174.95,4340.316717,4331.77,4360.513317,8/22/17,3986.28
4339.05,4174.95,4340.316717,4331.77,4360.513317,4354.308333,8/23/17,4174.95
4607.98545,4340.316717,4331.77,4360.513317,4354.308333,4339.05,8/24/17,4340.316717
4594.98785,4331.77,4360.513317,4354.308333,4339.05,4607.98545,8/25/17,4331.77
4582.52,4360.513317,4354.308333,4339.05,4607.98545,4594.98785,8/26/17,4360.513317
4911.740017,4354.308333,4339.05,4607.98545,4594.98785,4582.52,8/27/17,4354.308333
4580.38748,4339.05,4607.98545,4594.98785,4582.52,4911.740017,8/28/17,4339.05
4585.57,4607.98545,4594.98785,4582.52,4911.740017,4580.38748,8/29/17,4607.98545
4344.098317,4594.98785,4582.52,4911.740017,4580.38748,4585.57,8/30/17,4594.98785
4488.72014,4582.52,4911.740017,4580.38748,4585.57,4344.098317,8/31/17,4582.52
4385.02,4911.740017,4580.38748,4585.57,4344.098317,4488.72014,9/1/17,4911.740017
4654.6585,4580.38748,4585.57,4344.098317,4488.72014,4385.02,9/2/17,4580.38748
4310.750183,4585.57,4344.098317,4488.72014,4385.02,4654.6585,9/3/17,4585.57
4312.26,4344.098317,4488.72014,4385.02,4654.6585,4310.750183,9/4/17,4344.098317
4329.955,4488.72014,4385.02,4654.6585,4310.750183,4312.26,9/5/17,4488.72014
4248.090017,4385.02,4654.6585,4310.750183,4312.26,4329.955,9/6/17,4385.02
4198.59,4654.6585,4310.750183,4312.26,4329.955,4248.090017,9/7/17,4654.6585
3961.271267,4310.750183,4312.26,4329.955,4248.090017,4198.59,9/8/17,4310.750183
3319.63,4312.26,4329.955,4248.090017,4198.59,3961.271267,9/9/17,4312.26
3216.43,4329.955,4248.090017,4198.59,3961.271267,3319.63,9/10/17,4329.955
3763.62604,4248.090017,4198.59,3961.271267,3319.63,3216.43,9/11/17,4248.090017
3746.060783,4198.59,3961.271267,3319.63,3216.43,3763.62604,9/12/17,4198.59
3678.53,3961.271267,3319.63,3216.43,3763.62604,3746.060783,9/13/17,3961.271267
3943.413333,3319.63,3216.43,3763.62604,3746.060783,3678.53,9/14/17,3319.63
3977.561667,3216.43,3763.62604,3746.060783,3678.53,3943.413333,9/15/17,3216.43
3894.48,3763.62604,3746.060783,3678.53,3943.413333,3977.561667,9/16/17,3763.62604
3637.50255,3746.060783,3678.53,3943.413333,3977.561667,3894.48,9/17/17,3746.060783
3776.3869,3678.53,3943.413333,3977.561667,3894.48,3637.50255,9/18/17,3678.53
3777.62,3943.413333,3977.561667,3894.48,3637.50255,3776.3869,9/19/17,3943.413333
3942.555,3977.561667,3894.48,3637.50255,3776.3869,3777.62,9/20/17,3977.561667
3910.307383,3894.48,3637.50255,3776.3869,3777.62,3942.555,9/21/17,3894.48
3881.0,3637.50255,3776.3869,3777.62,3942.555,3910.307383,9/22/17,3637.50255
4201.98905,3776.3869,3777.62,3942.555,3910.307383,3881.0,9/23/17,3776.3869
4193.574667,3777.62,3942.555,3910.307383,3881.0,4201.98905,9/24/17,3777.62
4164.27,3942.555,3910.307383,3881.0,4201.98905,4193.574667,9/25/17,3942.555
4360.722967,3910.307383,3881.0,4201.98905,4193.574667,4164.27,9/26/17,3910.307383
4386.88375,3881.0,4201.98905,4193.574667,4164.27,4360.722967,9/27/17,3881.0
4394.07,4201.98905,4193.574667,4164.27,4360.722967,4386.88375,9/28/17,4201.98905
4225.175,4193.574667,4164.27,4360.722967,4386.88375,4394.07,9/29/17,4193.574667
4338.852,4164.27,4360.722967,4386.88375,4394.07,4225.175,9/30/17,4164.27
4318.58,4360.722967,4386.88375,4394.07,4225.175,4338.852,10/1/17,4360.722967
4376.191667,4386.88375,4394.07,4225.175,4338.852,4318.58,10/2/17,4386.88375
4602.280883,4394.07,4225.175,4338.852,4318.58,4376.191667,10/3/17,4394.07
4605.66,4225.175,4338.852,4318.58,4376.191667,4602.280883,10/4/17,4225.175
4782.28,4338.852,4318.58,4376.191667,4602.280883,4605.66,10/5/17,4338.852
4819.485767,4318.58,4376.191667,4602.280883,4605.66,4782.28,10/6/17,4318.58
4822.17,4376.191667,4602.280883,4605.66,4782.28,4819.485767,10/7/17,4376.191667
5563.806567,4602.280883,4605.66,4782.28,4819.485767,4822.17,10/8/17,4602.280883
5739.438733,4605.66,4782.28,4819.485767,4822.17,5563.806567,10/9/17,4605.66
5825.99,4782.28,4819.485767,4822.17,5563.806567,5739.438733,10/10/17,4782.28
5711.205867,4819.485767,4822.17,5563.806567,5739.438733,5825.99,10/11/17,4819.485767
5603.71294,4822.17,5563.806567,5739.438733,5825.99,5711.205867,10/12/17,4822.17
5594.66,5563.806567,5739.438733,5825.99,5711.205867,5603.71294,10/13/17,5563.806567
5727.6335,5739.438733,5825.99,5711.205867,5603.71294,5594.66,10/14/17,5739.438733
5979.45984,5825.99,5711.205867,5603.71294,5594.66,5727.6335,10/15/17,5825.99
5986.44,5711.205867,5603.71294,5594.66,5727.6335,5979.45984,10/16/17,5711.205867
5983.18455,5603.71294,5594.66,5727.6335,5979.45984,5986.44,10/17/17,5603.71294
5876.079867,5594.66,5727.6335,5979.45984,5986.44,5983.18455,10/18/17,5594.66
5900.59,5727.6335,5979.45984,5986.44,5983.18455,5876.079867,10/19/17,5727.6335
5669.622533,5979.45984,5986.44,5983.18455,5876.079867,5900.59,10/20/17,5979.45984
5893.138417,5986.44,5983.18455,5876.079867,5900.59,5669.622533,10/21/17,5986.44
5889.82,5983.18455,5876.079867,5900.59,5669.622533,5893.138417,10/22/17,5983.18455
5776.69695,5876.079867,5900.59,5669.622533,5893.138417,5889.82,10/23/17,5876.079867
6155.43402,5900.59,5669.622533,5893.138417,5889.82,5776.69695,10/24/17,5900.59
6136.49,5669.622533,5893.138417,5889.82,5776.69695,6155.43402,10/25/17,5669.622533
6388.645167,5893.138417,5889.82,5776.69695,6155.43402,6136.49,10/26/17,5893.138417
6665.306683,5889.82,5776.69695,6155.43402,6136.49,6388.645167,10/27/17,5889.82
6751.98,5776.69695,6155.43402,6136.49,6388.645167,6665.306683,10/28/17,5776.69695
7197.72006,6155.43402,6136.49,6388.645167,6665.306683,6751.98,10/29/17,6155.43402
7437.543317,6136.49,6388.645167,6665.306683,6751.98,7197.72006,10/30/17,6136.49
7365.99,6388.645167,6665.306683,6751.98,7197.72006,7437.543317,10/31/17,6388.645167
6989.071667,6665.306683,6751.98,7197.72006,7437.543317,7365.99,11/1/17,6665.306683
7092.127233,6751.98,7197.72006,7437.543317,7365.99,6989.071667,11/2/17,6751.98
7128.64,7197.72006,7437.543317,7365.99,6989.071667,7092.127233,11/3/17,7197.72006
7158.03706,7437.543317,7365.99,6989.071667,7092.127233,7128.64,11/4/17,7437.543317
6719.39785,7365.99,6989.071667,7092.127233,7128.64,7158.03706,11/5/17,7365.99
6569.22,6989.071667,7092.127233,7128.64,7158.03706,6719.39785,11/6/17,6989.071667
5716.301583,7092.127233,7128.64,7158.03706,6719.39785,6569.22,11/7/17,7092.127233
6550.227533,7128.64,7158.03706,6719.39785,6569.22,5716.301583,11/8/17,7128.64
6493.63,7158.03706,6719.39785,6569.22,5716.301583,6550.227533,11/9/17,7158.03706
7301.42992,6719.39785,6569.22,5716.301583,6550.227533,6493.63,11/10/17,6719.39785
7815.0307,6569.22,5716.301583,6550.227533,6493.63,7301.42992,11/11/17,6569.22
7868.77,5716.301583,6550.227533,6493.63,7301.42992,7815.0307,11/12/17,5716.301583
7817.140383,6550.227533,6493.63,7301.42992,7815.0307,7868.77,11/13/17,6550.227533
8007.654067,6493.63,7301.42992,7815.0307,7868.77,7817.140383,11/14/17,6493.63
8049.72,7301.42992,7815.0307,7868.77,7817.140383,8007.654067,11/15/17,7301.42992
8059.8,7815.0307,7868.77,7817.140383,8007.654067,8049.72,11/16/17,7815.0307
8268.035,7868.77,7817.140383,8007.654067,8049.72,8059.8,11/17/17,7868.77
8236.72,7817.140383,8007.654067,8049.72,8059.8,8268.035,11/18/17,7817.140383
8250.978333,8007.654067,8049.72,8059.8,8268.035,8236.72,11/19/17,8007.654067
8707.407267,8049.72,8059.8,8268.035,8236.72,8250.978333,11/20/17,8049.72
8768.8,8059.8,8268.035,8236.72,8250.978333,8707.407267,11/21/17,8059.8
9718.29505,8268.035,8236.72,8250.978333,8707.407267,8768.8,11/22/17,8268.035
9952.50882,8236.72,8250.978333,8707.407267,8768.8,9718.29505,11/23/17,8236.72
9919.0,8250.978333,8707.407267,8768.8,9718.29505,9952.50882,11/24/17,8250.978333
10147.372,8707.407267,8768.8,9718.29505,9952.50882,9919.0,11/25/17,8707.407267
10883.912,8768.8,9718.29505,9952.50882,9919.0,10147.372,11/26/17,8768.8
10879.88,9718.29505,9952.50882,9919.0,10147.372,10883.912,11/27/17,9718.29505
11332.622,9952.50882,9919.0,10147.372,10883.912,10879.88,11/28/17,9952.50882
11584.83,9919.0,10147.372,10883.912,10879.88,11332.622,11/29/17,9919.0
11591.22,10147.372,10883.912,10879.88,11332.622,11584.83,11/30/17,10147.372
13540.98,10883.912,10879.88,11332.622,11584.83,11591.22,12/1/17,10883.912
16501.97167,10879.88,11332.622,11584.83,11591.22,13540.98,12/2/17,10879.88
16860.88,11332.622,11584.83,11591.22,13540.98,16501.97167,12/3/17,11332.622
15142.83415,11584.83,11591.22,13540.98,16501.97167,16860.88,12/4/17,11584.83
14869.805,11591.22,13540.98,16501.97167,16860.88,15142.83415,12/5/17,11591.22
15068.95,13540.98,16501.97167,16860.88,15142.83415,14869.805,12/6/17,13540.98
17276.39333,16501.97167,16860.88,15142.83415,14869.805,15068.95,12/7/17,16501.97167
16808.36667,16860.88,15142.83415,14869.805,15068.95,17276.39333,12/8/17,16860.88
16252.31,15142.83415,14869.805,15068.95,17276.39333,16808.36667,12/9/17,15142.83415
17771.9,14869.805,15068.95,17276.39333,16808.36667,16252.31,12/10/17,14869.805
19498.68333,15068.95,17276.39333,16808.36667,16252.31,17771.9,12/11/17,15068.95
19279.9,17276.39333,16808.36667,16252.31,17771.9,19498.68333,12/12/17,17276.39333
18961.85667,16808.36667,16252.31,17771.9,19498.68333,19279.9,12/13/17,16808.36667
17737.11167,16252.31,17771.9,19498.68333,19279.9,18961.85667,12/14/17,16252.31
17382.94,17771.9,19498.68333,19279.9,18961.85667,17737.11167,12/15/17,17771.9
16047.51,19498.68333,19279.9,18961.85667,17737.11167,17382.94,12/16/17,19498.68333
15190.945,19279.9,18961.85667,17737.11167,17382.94,16047.51,12/17/17,19279.9
13776.61,18961.85667,17737.11167,17382.94,16047.51,15190.945,12/18/17,18961.85667
13949.175,17737.11167,17382.94,16047.51,15190.945,13776.61,12/19/17,17737.11167
14119.02833,17382.94,16047.51,15190.945,13776.61,13949.175,12/20/17,17382.94
13740.94,16047.51,15190.945,13776.61,13949.175,14119.02833,12/21/17,16047.51
15589.32167,15190.945,13776.61,13949.175,14119.02833,13740.94,12/22/17,15190.945
14380.58167,13776.61,13949.175,14119.02833,13740.94,15589.32167,12/23/17,13776.61
14214.01,13949.175,14119.02833,13740.94,15589.32167,14380.58167,12/24/17,13949.175
13215.574,14119.02833,13740.94,15589.32167,14380.58167,14214.01,12/25/17,14119.02833
14165.575,13740.94,15589.32167,14380.58167,14214.01,13215.574,12/26/17,13740.94
13796.0,15589.32167,14380.58167,14214.01,13215.574,14165.575,12/27/17,15589.32167
15005.85667,14380.58167,14214.01,13215.574,14165.575,13796.0,12/28/17,14380.58167
15053.26167,14214.01,13215.574,14165.575,13796.0,15005.85667,12/29/17,14214.01
15039.24,13215.574,14165.575,13796.0,15005.85667,15053.26167,12/30/17,13215.574
17174.12,14165.575,13796.0,15005.85667,15053.26167,15039.24,12/31/17,14165.575
17319.198,13796.0,15005.85667,15053.26167,15039.24,17174.12,1/1/18,13796.0
17155.95,15005.85667,15053.26167,15039.24,17174.12,17319.198,1/2/18,15005.85667
15265.90667,15053.26167,15039.24,17174.12,17319.198,17155.95,1/3/18,15053.26167
14714.25333,15039.24,17174.12,17319.198,17155.95,15265.90667,1/4/18,15039.24
14437.42,17174.12,17319.198,17155.95,15265.90667,14714.25333,1/5/18,17174.12
13296.794,17319.198,17155.95,15265.90667,14714.25333,14437.42,1/6/18,17319.198
13912.882,17155.95,15265.90667,14714.25333,14437.42,13296.794,1/7/18,17155.95
13791.19,15265.90667,14714.25333,14437.42,13296.794,13912.882,1/8/18,15265.90667
13852.92,14714.25333,14437.42,13296.794,13912.882,13791.19,1/9/18,14714.25333
14012.196,14437.42,13296.794,13912.882,13791.19,13852.92,1/10/18,14437.42
13554.14,13296.794,13912.882,13791.19,13852.92,14012.196,1/11/18,13296.794
11116.94667,13912.882,13791.19,13852.92,14012.196,13554.14,1/12/18,13912.882
11345.42333,13791.19,13852.92,14012.196,13554.14,11116.94667,1/13/18,13791.19
11174.82,13852.92,14012.196,13554.14,11116.94667,11345.42333,1/14/18,13852.92
12950.79333,14012.196,13554.14,11116.94667,11345.42333,11174.82,1/15/18,14012.196
11505.228,13554.14,11116.94667,11345.42333,11174.82,12950.79333,1/16/18,13554.14
11513.42,11116.94667,11345.42333,11174.82,12950.79333,11505.228,1/17/18,11116.94667
11223.064,11345.42333,11174.82,12950.79333,11505.228,11513.42,1/18/18,11345.42333
11282.25833,11174.82,12950.79333,11505.228,11513.42,11223.064,1/19/18,11174.82
11392.03,12950.79333,11505.228,11513.42,11223.064,11282.25833,1/20/18,12950.79333
10969.815,11505.228,11513.42,11223.064,11282.25833,11392.03,1/21/18,11505.228
11524.77667,11513.42,11223.064,11282.25833,11392.03,10969.815,1/22/18,11513.42
11431.37,11223.064,11282.25833,11392.03,10969.815,11524.77667,1/23/18,11223.064
11212.655,11282.25833,11392.03,10969.815,11524.77667,11431.37,1/24/18,11282.25833
10184.06167,11392.03,10969.815,11524.77667,11431.37,11212.655,1/25/18,11392.03
10082.52,10969.815,11524.77667,11431.37,11212.655,10184.06167,1/26/18,10969.815
9083.258333,11524.77667,11431.37,11212.655,10184.06167,10082.52,1/27/18,11524.77667
8901.901667,11431.37,11212.655,10184.06167,10082.52,9083.258333,1/28/18,11431.37
8852.73,11212.655,10184.06167,10082.52,9083.258333,8901.901667,1/29/18,11212.655
8400.648333,10184.06167,10082.52,9083.258333,8901.901667,8852.73,1/30/18,10184.06167
6838.816667,10082.52,9083.258333,8901.901667,8852.73,8400.648333,1/31/18,10082.52
6925.46,9083.258333,8901.901667,8852.73,8400.648333,6838.816667,2/1/18,9083.258333
8099.958333,8901.901667,8852.73,8400.648333,6838.816667,6925.46,2/2/18,8901.901667
8240.536667,8852.73,8400.648333,6838.816667,6925.46,8099.958333,2/3/18,8852.73
8245.08,8400.648333,6838.816667,6925.46,8099.958333,8240.536667,2/4/18,8400.648333
8319.876566,6838.816667,6925.46,8099.958333,8240.536667,8245.08,2/5/18,6838.816667
8343.455,6925.46,8099.958333,8240.536667,8245.08,8319.876566,2/6/18,6925.46
8068.02,8099.958333,8240.536667,8245.08,8319.876566,8343.455,2/7/18,8099.958333
8597.7675,8240.536667,8245.08,8319.876566,8343.455,8068.02,2/8/18,8240.536667
9334.633333,8245.08,8319.876566,8343.455,8068.02,8597.7675,2/9/18,8245.08
9471.64,8319.876566,8343.455,8068.02,8597.7675,9334.633333,2/10/18,8319.876566
10127.16167,8343.455,8068.02,8597.7675,9334.633333,9471.64,2/11/18,8343.455
10841.99167,8068.02,8597.7675,9334.633333,9471.64,10127.16167,2/12/18,8068.02
11085.83,8597.7675,9334.633333,9471.64,10127.16167,10841.99167,2/13/18,8597.7675
11110.965,9334.633333,9471.64,10127.16167,10841.99167,11085.83,2/14/18,9334.633333
11390.39167,9471.64,10127.16167,10841.99167,11085.83,11110.965,2/15/18,9471.64
11245.98,10127.16167,10841.99167,11085.83,11110.965,11390.39167,2/16/18,10127.16167
9931.071667,10841.99167,11085.83,11110.965,11390.39167,11245.98,2/17/18,10841.99167
10162.11667,11085.83,11110.965,11390.39167,11245.98,9931.071667,2/18/18,11085.83
10171.3,11110.965,11390.39167,11245.98,9931.071667,10162.11667,2/19/18,11110.965
9696.593333,11390.39167,11245.98,9931.071667,10162.11667,10171.3,2/20/18,11390.39167
10348.60333,11245.98,9931.071667,10162.11667,10171.3,9696.593333,2/21/18,11245.98
10319.46,9931.071667,10162.11667,10171.3,9696.593333,10348.60333,2/22/18,9931.071667
10370.165,10162.11667,10171.3,9696.593333,10348.60333,10319.46,2/23/18,10162.11667
11009.38167,10171.3,9696.593333,10348.60333,10319.46,10370.165,2/24/18,10171.3
10931.12,9696.593333,10348.60333,10319.46,10370.165,11009.38167,2/25/18,9696.593333
11326.94833,10348.60333,10319.46,10370.165,11009.38167,10931.12,2/26/18,10348.60333
11430.18167,10319.46,10370.165,11009.38167,10931.12,11326.94833,2/27/18,10319.46
11516.83,10370.165,11009.38167,10931.12,11326.94833,11430.18167,2/28/18,10370.165
10763.19833,11009.38167,10931.12,11326.94833,11430.18167,11516.83,3/1/18,11009.38167
10118.058,10931.12,11326.94833,11430.18167,11516.83,10763.19833,3/2/18,10931.12
9920.46,11326.94833,11430.18167,11516.83,10763.19833,10118.058,3/3/18,11326.94833
9089.278333,11430.18167,11516.83,10763.19833,10118.058,9920.46,3/4/18,11430.18167
8746.002,11516.83,10763.19833,10118.058,9920.46,9089.278333,3/5/18,11516.83
8777.37,10763.19833,10118.058,9920.46,9089.278333,8746.002,3/6/18,10763.19833
9182.843333,10118.058,9920.46,9089.278333,8746.002,8777.37,3/7/18,10118.058
9154.7,9920.46,9089.278333,8746.002,8777.37,9182.843333,3/8/18,9920.46
9153.54,9089.278333,8746.002,8777.37,9182.843333,9154.7,3/9/18,9089.278333
8358.121667,8746.002,8777.37,9182.843333,9154.7,9153.54,3/10/18,8746.002
8530.402,8777.37,9182.843333,9154.7,9153.54,8358.121667,3/11/18,8777.37
8297.89,9182.843333,9154.7,9153.54,8358.121667,8530.402,3/12/18,9182.843333
8171.415,9154.7,9153.54,8358.121667,8530.402,8297.89,3/13/18,9154.7
8412.033333,9153.54,8358.121667,8530.402,8297.89,8171.415,3/14/18,9153.54
8605.64,8358.121667,8530.402,8297.89,8171.415,8412.033333,3/15/18,8358.121667
8947.753333,8530.402,8297.89,8171.415,8412.033333,8605.64,3/16/18,8530.402
8690.408333,8297.89,8171.415,8412.033333,8605.64,8947.753333,3/17/18,8297.89
8725.37,8171.415,8412.033333,8605.64,8947.753333,8690.408333,3/18/18,8171.415
8662.378333,8412.033333,8605.64,8947.753333,8690.408333,8725.37,3/19/18,8412.033333
8617.296667,8605.64,8947.753333,8690.408333,8725.37,8662.378333,3/20/18,8605.64
8457.96,8947.753333,8690.408333,8725.37,8662.378333,8617.296667,3/21/18,8947.753333
7876.195,8690.408333,8725.37,8662.378333,8617.296667,8457.96,3/22/18,8690.408333
7960.38,8725.37,8662.378333,8617.296667,8457.96,7876.195,3/23/18,8725.37
7950.61,8662.378333,8617.296667,8457.96,7876.195,7960.38,3/24/18,8662.378333
6882.531667,8617.296667,8457.96,7876.195,7960.38,7950.61,3/25/18,8617.296667
6935.48,8457.96,7876.195,7960.38,7950.61,6882.531667,3/26/18,8457.96
6937.56,7876.195,7960.38,7950.61,6882.531667,6935.48,3/27/18,7876.195
7035.848333,7960.38,7950.61,6882.531667,6935.48,6937.56,3/28/18,7960.38
7410.435,7950.61,6882.531667,6935.48,6937.56,7035.848333,3/29/18,7950.61
7426.48,6882.531667,6935.48,6937.56,7035.848333,7410.435,3/30/18,6882.531667
6826.51,6935.48,6937.56,7035.848333,7410.435,7426.48,3/31/18,6935.48
6603.876667,6937.56,7035.848333,7410.435,7426.48,6826.51,4/1/18,6937.56
6634.68,7035.848333,7410.435,7426.48,6826.51,6603.876667,4/2/18,7035.848333
7017.656667,7410.435,7426.48,6826.51,6603.876667,6634.68,4/3/18,7410.435
6699.273333,7426.48,6826.51,6603.876667,6634.68,7017.656667,4/4/18,7426.48
6784.41,6826.51,6603.876667,6634.68,7017.656667,6699.273333,4/5/18,6826.51
6926.266667,6603.876667,6634.68,7017.656667,6699.273333,6784.41,4/6/18,6603.876667
7847.845,6634.68,7017.656667,6699.273333,6784.41,6926.266667,4/7/18,6634.68
7941.46,7017.656667,6699.273333,6784.41,6926.266667,7847.845,4/8/18,7017.656667
8036.511051,6699.273333,6784.41,6926.266667,7847.845,7941.46,4/9/18,6699.273333
8340.748333,6784.41,6926.266667,7847.845,7941.46,8036.511051,4/10/18,6784.41
8368.1,6926.266667,7847.845,7941.46,8036.511051,8340.748333,4/11/18,6926.266667
7895.416926,7847.845,7941.46,8036.511051,8340.748333,8368.1,4/12/18,7847.845
8164.937426,7941.46,8036.511051,8340.748333,8368.1,7895.416926,4/13/18,7941.46
8175.96,8036.511051,8340.748333,8368.1,7895.416926,8164.937426,4/14/18,8036.511051
8852.718333,8340.748333,8368.1,7895.416926,8164.937426,8175.96,4/15/18,8340.748333
8807.205,8368.1,7895.416926,8164.937426,8175.96,8852.718333,4/16/18,8368.1
8930.6,7895.416926,8164.937426,8175.96,8852.718333,8807.205,4/17/18,7895.416926
8933.861667,8164.937426,8175.96,8852.718333,8807.205,8930.6,4/18/18,8164.937426
9555.542,8175.96,8852.718333,8807.205,8930.6,8933.861667,4/19/18,8175.96
9658.11,8852.718333,8807.205,8930.6,8933.861667,9555.542,4/20/18,8852.718333
9258.398333,8807.205,8930.6,8933.861667,9555.542,9658.11,4/21/18,8807.205
9010.32,8930.6,8933.861667,9555.542,9658.11,9258.398333,4/22/18,8930.6
8928.55,8933.861667,9555.542,9658.11,9258.398333,9010.32,4/23/18,8933.861667
9334.281667,9555.542,9658.11,9258.398333,9010.32,8928.55,4/24/18,9555.542
9259.57,9658.11,9258.398333,9010.32,8928.55,9334.281667,4/25/18,9658.11
9239.55,9258.398333,9010.32,8928.55,9334.281667,9259.57,4/26/18,9258.398333
9221.426,9010.32,8928.55,9334.281667,9259.57,9239.55,4/27/18,9010.32
9639.268333,8928.55,9334.281667,9259.57,9239.55,9221.426,4/28/18,8928.55
9753.35,9334.281667,9259.57,9239.55,9221.426,9639.268333,4/29/18,9334.281667
9803.306667,9259.57,9239.55,9221.426,9639.268333,9753.35,4/30/18,9259.57
9630.136277,9239.55,9221.426,9639.268333,9753.35,9803.306667,5/1/18,9239.55
9631.44,9221.426,9639.268333,9753.35,9803.306667,9630.136277,5/2/18,9221.426
9228.608333,9639.268333,9753.35,9803.306667,9630.136277,9631.44,5/3/18,9639.268333
9322.041667,9753.35,9803.306667,9630.136277,9631.44,9228.608333,5/4/18,9753.35
9310.37,9803.306667,9630.136277,9631.44,9228.608333,9322.041667,5/5/18,9803.306667
8468.788,9630.136277,9631.44,9228.608333,9322.041667,9310.37,5/6/18,9630.136277
8484.346667,9631.44,9228.608333,9322.041667,9310.37,8468.788,5/7/18,9631.44
8463.52,9228.608333,9322.041667,9310.37,8468.788,8484.346667,5/8/18,9228.608333
8652.038333,9322.041667,9310.37,8468.788,8484.346667,8463.52,5/9/18,9322.041667
8511.458,9310.37,8468.788,8484.346667,8463.52,8652.038333,5/10/18,9310.37
8471.06,8468.788,8484.346667,8463.52,8652.038333,8511.458,5/11/18,8468.788
8106.118333,8484.346667,8463.52,8652.038333,8511.458,8471.06,5/12/18,8484.346667
8240.055,8463.52,8652.038333,8511.458,8471.06,8106.118333,5/13/18,8463.52
8239.08,8652.038333,8511.458,8471.06,8106.118333,8240.055,5/14/18,8652.038333
8507.406667,8511.458,8471.06,8106.118333,8240.055,8239.08,5/15/18,8511.458
8385.556187,8471.06,8106.118333,8240.055,8239.08,8507.406667,5/16/18,8471.06
8396.63,8106.118333,8240.055,8239.08,8507.406667,8385.556187,5/17/18,8106.118333
7555.74,8240.055,8239.08,8507.406667,8385.556187,8396.63,5/18/18,8240.055
7566.193333,8239.08,8507.406667,8385.556187,8396.63,7555.74,5/19/18,8239.08
7576.78,8507.406667,8385.556187,8396.63,7555.74,7566.193333,5/20/18,8507.406667
7342.908333,8385.556187,8396.63,7555.74,7566.193333,7576.78,5/21/18,8385.556187
7361.831667,8396.63,7555.74,7566.193333,7576.78,7342.908333,5/22/18,8396.63
7344.56,7555.74,7566.193333,7576.78,7342.908333,7361.831667,5/23/18,7555.74
7459.876667,7566.193333,7576.78,7342.908333,7361.831667,7344.56,5/24/18,7566.193333
7385.395,7576.78,7342.908333,7361.831667,7344.56,7459.876667,5/25/18,7576.78
7386.72,7342.908333,7361.831667,7344.56,7459.876667,7385.395,5/26/18,7342.908333
7535.146667,7361.831667,7344.56,7459.876667,7385.395,7386.72,5/27/18,7361.831667
7645.146667,7344.56,7459.876667,7385.395,7386.72,7535.146667,5/28/18,7344.56
7637.14,7459.876667,7385.395,7386.72,7535.146667,7645.146667,5/29/18,7459.876667
7500.273333,7385.395,7386.72,7535.146667,7645.146667,7637.14,5/30/18,7385.395
7615.722142,7386.72,7535.146667,7645.146667,7637.14,7500.273333,5/31/18,7386.72
7619.43,7535.146667,7645.146667,7637.14,7500.273333,7615.722142,6/1/18,7535.146667
7676.271667,7645.146667,7637.14,7500.273333,7615.722142,7619.43,6/2/18,7645.146667
7620.153333,7637.14,7500.273333,7615.722142,7619.43,7676.271667,6/3/18,7637.14
7615.54,7500.273333,7615.722142,7619.43,7676.271667,7620.153333,6/4/18,7500.273333
6776.888333,7615.722142,7619.43,7676.271667,7620.153333,7615.54,6/5/18,7615.722142
6875.678333,7619.43,7676.271667,7620.153333,7615.54,6776.888333,6/6/18,7619.43
6879.31,7676.271667,7620.153333,7615.54,6776.888333,6875.678333,6/7/18,7676.271667
6315.7,7620.153333,7615.54,6776.888333,6875.678333,6879.31,6/8/18,7620.153333
6647.013333,7615.54,6776.888333,6875.678333,6879.31,6315.7,6/9/18,7615.54
6637.41,6776.888333,6875.678333,6879.31,6315.7,6647.013333,6/10/18,6776.888333
6509.426667,6875.678333,6879.31,6315.7,6647.013333,6637.41,6/11/18,6875.678333
6464.411667,6879.31,6315.7,6647.013333,6637.41,6509.426667,6/12/18,6879.31
6445.79,6315.7,6647.013333,6637.41,6509.426667,6464.411667,6/13/18,6315.7
6737.0,6647.013333,6637.41,6509.426667,6464.411667,6445.79,6/14/18,6647.013333
6714.718333,6637.41,6509.426667,6464.411667,6445.79,6737.0,6/15/18,6637.41
6760.83,6509.426667,6464.411667,6445.79,6737.0,6714.718333,6/16/18,6509.426667
6332.573333,6464.411667,6445.79,6737.0,6714.718333,6760.83,6/17/18,6464.411667
6141.605833,6445.79,6737.0,6714.718333,6760.83,6332.573333,6/18/18,6445.79
6170.46,6737.0,6714.718333,6760.83,6332.573333,6141.605833,6/19/18,6737.0
6211.4475,6714.718333,6760.83,6332.573333,6141.605833,6170.46,6/20/18,6714.718333
6218.595,6760.83,6332.573333,6141.605833,6170.46,6211.4475,6/21/18,6760.83
6097.46,6332.573333,6141.605833,6170.46,6211.4475,6218.595,6/22/18,6332.573333
6107.896154,6141.605833,6170.46,6211.4475,6218.595,6097.46,6/23/18,6141.605833
5908.7025,6170.46,6211.4475,6218.595,6097.46,6107.896154,6/24/18,6170.46
6223.28,6211.4475,6218.595,6097.46,6107.896154,5908.7025,6/25/18,6211.4475
6374.754167,6218.595,6097.46,6107.896154,5908.7025,6223.28,6/26/18,6218.595
